inverterLoop_scMosfet_numInverters_2,bisectMax,3,42,0,22,28,3,0,0.168640137,0,0.007665461,0.247786999,FALSE,,,,,,
Problem,bisectType,NumSolutions,numBisection,numLP,numK,numSingleKill,numDoubleKill,totalLPTime,totalKTime,avgLPTime,avgKTime,Run_0,UseLp,,,,,,
inverterLoop_scMosfet_numInverters_3,bisectMax,1,62,0,27,42,9,0,0.281995296,0,0.01044427,0.415266037,FALSE,,,,,,
Problem,bisectType,NumSolutions,numBisection,numLP,numK,numSingleKill,numDoubleKill,totalLPTime,totalKTime,avgLPTime,avgKTime,Run_0,UseLp,,,,,,
inverterLoop_scMosfet_numInverters_4,bisectMax,3,158,0,60,106,20,0,0.625980139,0,0.010433002,0.966584921,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_2_gcc_4.0,bisectMax,1,0.001,9,305,0,353,611,0,0,0,0.342315435,0.203686714,0,0.000969732,0.000333366,0.59264493,0.59264493,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_2_gcc_0.5,bisectMax,1,0.001,3,473,0,553,947,0,0,0,0.548331261,0.32360816,0,0.000991557,0.000341719,0.920778036,0.920778036,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_4_gcc_4.0,bisectMax,1,0.001,81,12925,0,13973,25851,0,0,0,23.1853745,16.47028828,0,0.001659298,0.000637124,44.66322398,44.66322398,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_4_gcc_0.5,bisectMax,1,0.001,3,17189,0,18087,34379,0,0,0,29.67910147,21.61686802,0,0.001640908,0.000628781,52.76331902,52.76331902,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_2_gcc_4.0,bisectMax,1,0.001,9,163,0,204,327,0,0,0,1.155329227,0.75857234,0,0.005663379,0.002319793,1.947600126,1.947600126,FALSE
